"","atr01","atr02","atr03","gas01","gas02"
"MIR6767",0,0,0,0,0
"MIR6768",0,0,0,0,0
"MIR6769A",0,0,0,0,0
"MIR6769B",0,0,0,0,0
"MIR6770-1",0,0,0,0,0
"MIR6770-2",0,0,0,0,0
"MIR6770-3",0,0,0,0,0
"MIR6771",0,0,0,0,0
"MIR6772",0,0,0,0,0
"MIR6773",0,0,0,0,0
"MIR6774",0,0,0,0,0
"MIR6775",0,0,0,0,0
"MIR6776",0,0,0,0,0
"MIR6777",0,0,0,0,0
"MIR6778",0,0,0,0,0
"MIR6779",0,0,0,0,0
"MIR6780A",0,0,0,0,0
"MIR6780B",0,0,0,0,0
"MIR6781",0,0,0,0,0
"MIR6782",0,0,0,0,0
"MIR6783",0,0,0,0,0
"MIR6784",0,0,0,0,0
"MIR6785",0,0,0,0,0
"MIR6786",0,0,0,0,0
"MIR6787",0,0,0,0,0
"MIR6788",0,0,0,0,0
"MIR6789",0,0,0,0,0
"MIR6790",0,0,0,0,0
"MIR6791",0,0,0,0,0
"MIR6792",0,0,0,0,0
"MIR6793",0,0,0,0,0
"MIR6794",0,0,0,0,0
"MIR6795",0,0,0,0,0
"MIR6796",0,0,0,0,0
"MIR6797",0,0,0,0,0
"MIR6798",0,0,0,0,0
"MIR6799",0,0,0,0,0
"MIR6800",0,0,0,0,0
"MIR6801",0,0,0,0,0
"MIR6802",0,0,0,0,0
"MIR6803",0,0,0,0,0
"MIR6804",0,0,0,0,0
"MIR6805",0,0,0,0,0
"MIR6806",0,0,0,0,0
"MIR6807",0,0,0,0,0
"MIR6808",0,0,0,0,0
"MIR6809",0,0,0,0,0
"MIR6810",0,0,0,0,0
"MIR6811",0,0,0,0,0
"MIR6812",0,0,0,0,0
"MIR6813",0,0,0,0,0
"MIR6814",0,0,0,0,0
"MIR6815",0,0,0,0,0
"MIR6816",0,0,0,0,0
"MIR6817",0,0,0,0,0
"MIR6818",0,0,0,0,0
"MIR6819",0,0,0,0,0
"MIR6820",0,0,0,0,0
"MIR6821",0,0,0,0,0
"MIR6822",0,0,0,0,0
"MIR6823",0,0,0,0,0
"MIR6824",0,0,0,0,0
"MIR6825",0,0,0,0,0
"MIR6826",0,0,0,0,0
"MIR6827",0,0,0,0,0
"MIR6828",0,0,0,0,0
"MIR6829",0,0,0,0,0
"MIR6830",0,0,0,0,0
"MIR6831",0,0,0,0,0
"MIR6832",0,0,0,0,0
"MIR6833",0,0,0,0,0
"MIR6834",0,0,0,0,0
"MIR6835",0,0,0,0,0
"MIR6836",0,0,0,0,0
"MIR6837",0,0,0,0,0
"MIR6838",0,0,0,0,0
"MIR6839",0,0,0,0,0
"MIR6840",0,0,0,0,0
"MIR6841",0,0,0,0,0
"MIR6842",0,0,0,0,0
"MIR6843",0,0,0,0,0
"MIR6844",0,0,0,0,0
"MIR6845",0,0,0,0,0
"MIR6846",0,0,0,0,0
"MIR6847",0,0,0,0,0
"MIR6848",0,0,0,0,0
"MIR6849",0,0,0,0,0
"MIR6850",0,0,0,0,0
"MIR6851",0,0,0,0,0
"MIR6852",0,0,0,0,0
"MIR6853",0,0,0,0,0
"MIR6854",0,0,0,0,0
"MIR6855",0,0,0,0,0
"MIR6856",0,0,0,0,0
"MIR6857",0,0,0,0,0
"MIR6858",0,0,0,0,0
"MIR6859-1",0,0,0,0,0
"MIR6859-2",0,0,0,0,0
"MIR6859-3",0,0,0,0,0
"MIR6859-4",0,0,0,0,0
"MIR6860",0,0,0,0,0
"MIR6861",0,0,0,0,0
"MIR6862-1",0,0,0,0,0
"MIR6862-2",0,0,0,0,0
"MIR6863",0,0,0,0,0
"MIR6864",0,0,0,0,0
"MIR6865",0,0,0,0,0
"MIR6866",0,0,0,0,0
"MIR6867",0,0,0,0,0
"MIR6868",0,0,0,0,0
"MIR6869",0,0,0,0,0
"MIR6870",0,0,0,0,0
"MIR6871",0,0,0,0,0
"MIR6872",0,0,0,0,0
"MIR6873",0,0,0,0,0
"MIR6874",0,0,0,0,0
"MIR6875",0,0,0,0,0
"MIR6876",0,0,0,0,0
"MIR6877",0,0,0,0,0
"MIR6878",0,0,0,0,0
"MIR6879",0,0,0,0,0
"MIR6880",0,0,0,0,0
"MIR6881",0,0,0,0,0
"MIR6882",0,0,0,0,0
"MIR6883",0,0,0,0,0
"MIR6884",0,0,0,0,0
"MIR6885",0,0,0,0,0
"MIR6886",0,0,0,0,0
"MIR6887",0,0,0,0,0
"MIR6888",0,0,0,0,0
"MIR6889",0,0,0,0,0
"MIR6890",0,0,0,0,0
"MIR6891",0,0,0,0,0
"MIR6892",0,0,0,0,0
"MIR6893",0,0,0,0,0
"MIR6894",0,0,0,0,0
"MIR6895",0,0,0,0,0
"MIR7-1",0,0,0,0,0
"MIR7-2",0,0,0,0,0
"MIR7-3",0,0,0,0,0
"MIR7-3HG",3,0,4,0,0
"MIR708",0,0,0,0,0
"MIR7106",0,0,0,0,0
"MIR7107",0,0,0,0,0
"MIR7108",0,0,0,0,0
"MIR7109",0,0,0,0,0
"MIR711",0,0,0,0,0
"MIR7110",0,0,0,0,0
"MIR7111",0,0,0,0,0
"MIR7112",0,0,0,0,0
"MIR7113",0,0,0,0,0
"MIR7114",0,0,0,0,0
"MIR7150",0,0,0,0,0
"MIR7151",0,0,0,0,0
"MIR7152",0,0,0,0,0
"MIR7153",0,0,0,0,0
"MIR7154",0,0,0,0,0
"MIR7155",0,0,0,0,0
"MIR7156",0,0,0,0,0
"MIR7157",0,0,0,0,0
"MIR7158",0,0,0,0,0
"MIR7159",0,0,0,0,0
"MIR7160",0,0,0,0,0
"MIR7161",0,0,0,0,0
"MIR7162",0,0,0,0,0
"MIR718",0,0,0,0,0
"MIR744",0,0,0,0,0
"MIR7515",0,0,0,0,0
"MIR7515HG",0,0,0,0,0
"MIR758",0,0,0,0,0
"MIR759",0,0,0,0,0
"MIR760",0,0,0,0,0
"MIR761",0,0,0,0,0
"MIR762",0,0,0,0,0
"MIR762HG",17,3,10,5,1
"MIR764",0,0,0,0,0
"MIR7641-1",0,0,0,0,0
"MIR7641-2",0,0,0,0,0
"MIR765",0,0,0,0,0
"MIR766",0,0,1,0,0
"MIR767",0,0,0,0,0
"MIR769",0,0,0,0,0
"MIR770",0,0,0,0,0
"MIR7702",0,0,0,0,0
"MIR7703",0,0,0,0,0
"MIR7704",0,0,0,0,0
"MIR7705",0,0,0,0,0
"MIR7706",0,0,0,0,0
"MIR7843",0,0,0,0,0
"MIR7844",0,0,0,0,0
"MIR7845",0,0,0,0,0
"MIR7846",0,0,0,0,0
"MIR7847",0,0,0,0,0
"MIR7848",0,0,0,0,0
"MIR7849",0,0,0,0,0
"MIR7850",0,0,0,0,0
"MIR7851",0,0,2,1,0
"MIR7852",0,0,0,0,0
"MIR7853",0,0,0,0,0
"MIR7854",0,0,0,0,0
"MIR7855",0,0,0,0,0
"MIR7856",0,0,0,0,0
"MIR7973-1",0,0,0,0,0
"MIR7973-2",0,0,0,0,0
"MIR7974",0,0,0,0,0
"MIR7975",0,0,0,0,0
"MIR7976",0,0,0,0,0
"MIR7977",0,0,0,0,0
"MIR7978",0,0,0,0,0
"MIR802",0,0,0,0,0
"MIR8052",0,0,0,0,0
"MIR8053",0,0,0,0,0
"MIR8054",0,0,0,0,0
"MIR8055",0,0,0,0,0
"MIR8056",0,0,0,0,0
"MIR8057",0,0,0,0,0
"MIR8058",0,0,0,0,0
"MIR8059",0,0,0,0,0
"MIR8060",0,0,0,0,0
"MIR8061",0,0,0,0,0
"MIR8062",0,0,0,0,0
"MIR8063",0,0,0,0,0
"MIR8064",0,0,0,0,0
"MIR8065",0,0,0,0,0
"MIR8066",0,0,0,0,0
"MIR8067",0,0,0,0,0
"MIR8068",0,0,0,0,0
"MIR8069-1",0,0,0,0,0
"MIR8069-2",0,0,0,0,0
"MIR8070",0,0,0,0,0
"MIR8071-1",0,0,0,0,0
"MIR8071-2",0,0,0,0,0
"MIR8072",0,0,0,0,0
"MIR8073",0,0,0,0,0
"MIR8074",0,0,0,0,0
"MIR8075",0,0,0,0,0
"MIR8076",0,0,0,0,0
"MIR8077",0,0,0,0,0
"MIR8078",0,0,0,0,0
"MIR8079",0,0,0,0,0
"MIR8080",0,0,0,0,0
"MIR8081",0,0,0,0,0
"MIR8082",0,0,0,0,0
"MIR8083",0,0,0,0,0
"MIR8084",0,0,0,0,0
"MIR8085",0,0,0,0,0
"MIR8086",0,0,0,0,0
"MIR8087",0,0,0,0,0
"MIR8088",0,0,0,0,0
"MIR8089",0,0,0,0,0
"MIR8485",0,0,0,0,0
"MIR873",0,0,0,0,0
"MIR874",0,0,0,0,0
"MIR875",0,0,0,0,0
"MIR876",0,0,0,0,0
"MIR877",0,0,0,0,0
"MIR885",0,0,0,0,0
"MIR887",0,0,0,0,0
"MIR888",0,0,0,0,0
"MIR889",0,0,0,0,0
"MIR890",0,0,0,0,0
"MIR891A",0,0,0,0,0
"MIR891B",0,0,0,0,0
"MIR892A",0,0,0,0,0
"MIR892B",0,0,0,0,0
"MIR892C",0,0,0,0,0
"MIR9-1",0,0,0,0,0
"MIR9-2",0,0,0,0,0
"MIR9-3",0,0,0,0,0
"MIR920",0,0,0,0,0
"MIR921",0,0,0,0,0
"MIR922",0,0,0,0,0
"MIR924",0,0,0,0,0
"MIR92A1",0,0,0,0,0
"MIR92A2",0,0,0,0,0
"MIR92B",0,0,0,0,0
"MIR93",0,0,0,0,0
"MIR933",0,0,0,0,0
"MIR934",0,0,0,0,0
"MIR935",0,0,0,0,0
"MIR936",0,0,0,0,0
"MIR937",0,0,0,0,0
"MIR938",0,0,0,0,0
"MIR939",0,0,0,0,0
"MIR940",0,0,0,0,0
"MIR941-1",0,0,0,0,0
"MIR941-2",0,0,0,0,0
"MIR941-3",0,0,0,0,0
"MIR941-4",0,0,0,0,0
"MIR941-5",0,0,0,0,0
"MIR942",0,0,0,0,0
"MIR943",0,0,0,0,0
"MIR944",0,0,0,0,0
"MIR95",0,0,0,0,0
"MIR9500",0,0,0,0,0
"MIR96",0,0,0,0,0
"MIR98",0,0,0,0,0
"MIR99A",0,0,0,0,0
"MIR99AHG",7,3,8,5,6
"MIR99B",0,0,0,0,0
"MIRLET7A1",0,0,0,0,0
"MIRLET7A2",0,0,0,0,0
"MIRLET7A3",0,0,0,0,0
"MIRLET7B",0,0,0,0,0
"MIRLET7BHG",63.25,21.86,39.47,38.58,44.76
"MIRLET7C",0,0,0,0,0
"MIRLET7D",0,0,0,0,0
"MIRLET7DHG",99,46,85,107,57
"MIRLET7E",0,0,0,0,0
"MIRLET7F1",0,0,0,0,0
"MIRLET7F2",0,0,0,0,0
"MIRLET7G",0,0,0,0,0
"MIRLET7I",0,0,0,0,0
"MIS12",209,26,172,152,84
"MIS18A",31,3,21,24,17
"MIS18BP1",544,124,640,429,280
"MISP",127,32,127,65,143
"MITD1",162,52,196,134,80
"MITF",197,90,254,294,192
"MIXL1",12,1,8,9,8
"MKI67",2114,366,1922,863,2040
"MKKS",157,37,111,150,101
"MKL1",171,70,134,142,138
"MKL2",614,248,508,618,348
"MKLN1",1340,429,1257,1344,871
"MKLN1-AS",17.75,9.01,16.31,17.29,15
"MKNK1",133,65,103,132,91
"MKNK1-AS1",19,9,13,7,16
"MKNK2",295,43,190,171,119
"MKRN1",757,218,654,568,607
"MKRN2",221,52,195,204,121
"MKRN2OS",24,2.32,28,26.01,13
"MKRN3",16,5,1,1,0
"MKRN7P",0,1,2,1,2
"MKRN9P",0,0,0,0,1
"MKS1",26,11,30,28,20
"MKX",6,1,2,6,4
"MKX-AS1",0,0,0,0,0
"MLANA",20.93,7.02,20.99,16.23,5
"MLC1",1,0,1,1,0
"MLEC",1870,478,1662,1441,1062
"MLF1",22,4,14,19,3
"MLF2",182,35,103,149,116
"MLH1",272,49,218,184,116
"MLH3",424,110,370,364,166
"MLIP",1,0,0,1,0
"MLIP-IT1",0,0,0,0,0
"MLK7-AS1",8,0,15,4,1
"MLKL",139,35,160,116,107
"MLLT1",113,40,116,109,87
"MLLT10",393,133,393,381,172
"MLLT10P1",28,7,70,17,14
"MLLT11",15,1,16,9,5
"MLLT3",312,74,331,300,249
"MLLT4",1522,622,1348,1623,1193
"MLLT4-AS1",2.51,0,2,2.41,4
"MLLT6",597.7,238,546,516,341.09
"MLN",0,0,0,0,0
"MLNR",1,1,0,3,0
"MLPH",1361,421,1068,1111,948
"MLST8",52,10,45,47,36
"MLX",224.4,59.25,209.05,234.3,177.9
"MLXIP",675,173,317,395,272.95
"MLXIPL",5,0,0,2,0
"MLYCD",67,42,44,69,56
"MMAA",174,45,174,159,107
"MMAB",71,19,67,59,58
"MMACHC",47.56,8,38,31,23
"MMADHC",541,112,590,431,341
"MMD",86,9,45,39,21
"MMD2",1,3,1.08,2.86,4.12
"MME",33,1,53,28,20
"MMEL1",4.16,0,4.1,6.24,2.04
"MMGT1",276,58,278,264,146
"MMP1",96,9,111,94,23
"MMP10",2,0,32,1,1
"MMP11",4,0,3,4,2
"MMP12",177,4,102,3,18
"MMP13",11,0,8,2,0
"MMP14",368,83,289,210,256
"MMP15",212,55,202,218,177
"MMP16",7,4,3,10,2
"MMP17",2,0,1,3,2
"MMP19",44.14,5.84,20.33,31.17,24.72
"MMP2",539,86,215,292,215
"MMP20",0,0,0,0,0
"MMP21",2,0,5,4,2
"MMP23A",0.72,0,4,2,1
"MMP23B",3.28,0,0,0,0
"MMP24",24.93,8.42,5.82,22.48,21.37
"MMP24-AS1",71.07,14.58,53.18,46.52,55.63
"MMP25",9,1,10.61,3,4.11
"MMP25-AS1",21,9,4.39,6,21.89
"MMP26",0,0,0,0,0
"MMP27",0,0,0,2,0
"MMP28",53,7,36,30,6
"MMP3",20,0,13,9,4
"MMP7",100,8,188,11,4
"MMP8",0,0,0,0,0
"MMP9",83,4,115,29,15
"MMRN1",116,21,90,33,19
"MMRN2",106.18,22.35,63,75,20.21
"MMS19",157,52,152,100,76
"MMS22L",164.26,47.43,152.09,126.05,87.57
"MN1",35,3,12,9,13
"MNAT1",146,34,106,96,70
"MND1",20,2,26,13,11
"MNDA",50,7,75,27,16
"MNS1",60,6,38,48,28
"MNT",66,23,47,58,60
"MNX1",5,3,3,1,4
"MNX1-AS1",1,3,2,1,0
"MOAP1",192,49,177,167,84
"MOB1A",624,86,643,414,270
"MOB1B",410.01,100.97,343.27,411.42,182
"MOB2",47,14,50,58,33
"MOB3A",231.1,14,218.79,125.15,80
"MOB3B",240,62,247,227,184
"MOB3C",126,30,133,118,87
"MOB4",376.99,52.26,285.31,287.08,145.94
"MOBP",1,1,1.97,1.04,2.95
"MOCOS",43,9,36,16,12
"MOCS1",38.45,19.11,24.5,47.98,15.4
"MOCS2",165,68,183,227,136
"MOCS3",123.43,31.43,76.06,72,87.83
"MOG",1.89,0,6.71,4.92,0.86
"MOGAT1",1,1,4,3,1
"MOGAT2",5,3,2,3,8
"MOGAT3",0,0,1,0,0
"MOGS",202,36,107,142,112
"MOK",58,27,50,42,30
"MON1A",37,6,25,21,10
"MON1B",172,35,131,132,119
"MON2",1348,379,1010.03,1178,626
"MORC1",0,0,1,0,0
"MORC2",238,73,176,136,136
"MORC2-AS1",36,9,20,17,10
"MORC3",662,174,741,622,475
"MORC4",127,41,105,94,56
"MORF4L1",995,269,822,732,663
"MORF4L2",655,122,626,561,448
"MORF4L2-AS1",22,10,15,23,15
"MORN1",22,9,17,8,9
"MORN2",28,10,24,20,25
"MORN3",3,0,0,2,1
"MORN4",20.13,10,15,31,15.01
"MORN5",0,0,0,0,0
"MOS",0,0,0,0,0
"MOSPD1",52,17,56,58,26
"MOSPD2",140,40,182,148,88
"MOSPD3",10,2,12,4,10
"MOV10",152,49,136,141,151
"MOV10L1",5,0,3,2,4
"MOXD1",118,4,68,43,32
"MOXD2P",0,0,0,0,0
"MPC1",220,86,248,340,248
"MPC1L",0,0,1,0,0
"MPC2",216,51,231,357,166
"MPDU1",61,13,72,58,91
"MPDZ",184,84,84,124,55
"MPEG1",809,46,648,534,270
"MPG",27,5,20,21,26
"MPHOSPH10",326,69,282,232,179
"MPHOSPH6",70,10,78,50,49
"MPHOSPH8",741.4,302.73,542.34,562.68,482.72
"MPHOSPH9",357,79,270,183,153
"MPI",150,19,89.01,66.05,70
"MPL",8,4,5,9,12
"MPLKIP",37,6,33,25,26
"MPND",29,5,16,32,19
"MPO",1,0,0,0,0
"MPP1",54,20,42,39,34
"MPP2",6,2,13,5,1
"MPP3",28,7,33,21,14
"MPP4",0,0,0,0,0
"MPP5",467,147,497,480,326
"MPP6",149,62,117.91,196,70
"MPP7",144,88,288,381.99,240
"MPPE1",232.2,68.07,209.88,196.71,172.06
"MPPED1",0,1,0,0,1
"MPPED2",15.79,2,6.03,26.06,5.15
"MPRIP",1032.74,508.83,866.6,1112.25,775.49
"MPST",69,19,61,55,72
"MPV17",83,15,93,49,33
"MPV17L",38,2,42.01,18,10
"MPV17L2",11,3,9,7,5
"MPZ",8,2,14,15,13
"MPZL1",781,119,609,506,315
"MPZL2",441,119,518,383,258
"MPZL3",224.82,46.92,237.57,192.33,149.4
"MR1",294.74,38.98,284.67,167.97,96.97
"MRAP",0,0,0,0,0
"MRAP2",115,30,164,80,106
"MRAS",65,20,66,59,39
"MRC1",341,14,167,328,145
"MRC2",80,25,48,67,52
"MRE11A",359,142,423,320,219
"MREG",86.38,15.98,113.1,100.78,53.64
"MRFAP1",643,185,524,482,482
"MRFAP1L1",351,95,404,367,297
"MRGBP",36,7,38,38,28
"MRGPRD",0,0,0,0,0
"MRGPRE",0,0,0,0,0
"MRGPRF",9,1,1,4,1
"MRGPRF-AS1",0,0,0,0,0
"MRGPRG",0,0,0,0,0
"MRGPRG-AS1",0,0,0,0,0
"MRGPRX1",0,0,0,0,0
"MRGPRX2",1,0,0,0,0
"MRGPRX3",17.15,3.66,10.6,6.1,7.76
"MRGPRX4",0,0,0,0,1
"MRI1",243.24,59.41,263.82,162.39,70.86
"MRLN",0,0,0,0,0
"MRM1",10,4,7,9,4
"MRO",37.82,10.1,59.81,79.65,58.82
"MROH1",159,84,173,147,109
"MROH2A",3,0,4,16,0
"MROH2B",1,0,0,0,0
"MROH5",1,0,0,0,0
"MROH6",35,9,34,11,24
"MROH7",27.92,17.1,12.58,44.94,12.4
"MROH7-TTC4",49.01,16.16,17.84,12.34,21.29
"MROH8",9,3,8,9,3
"MROH9",11,7,22,11,9
"MRPL1",114,29,104,77,80
"MRPL10",72,20,70,52,49
"MRPL11",75,11,48,38,47
"MRPL12",26,14,16,20,27
"MRPL13",127,18,135,110,70
"MRPL14",32,7,30,28,15
"MRPL15",78,18,89,73,58
"MRPL16",143,51,121,115,93
"MRPL17",112,29,166,103,67
"MRPL18",198,30,175,149,100
"MRPL19",431,112,393,449,249
"MRPL2",22,18,38,32,25
"MRPL20",295,67,284,161,196
"MRPL21",64,20,40,56,49
"MRPL22",69,21,57,54,36
"MRPL23",65,15,63,44,58
"MRPL23-AS1",0,0,0,0,4
"MRPL24",110,25,94,103,79
"MRPL27",47,21,57,60,45
"MRPL28",60,18,56,29,34
"MRPL3",387,56,414,347,200
"MRPL30",309.83,74,283,296.05,167
"MRPL32",126,31,136,148,61
"MRPL33",115,28,104,101,90
"MRPL34",24,12,22,35,31
"MRPL35",352,108,409,386,296
"MRPL36",19,4,22,16,10
"MRPL37",114,25,151,99,77
"MRPL38",37,7,18,22,29
"MRPL39",156,22,120,117,55
"MRPL4",38,8,33,19,21
"MRPL40",57,13,63,57,29
"MRPL41",21,10,13,12,15
"MRPL42",257,75,364,263,130
"MRPL42P5",14.72,0.52,0,5.65,1.79
"MRPL43",102.04,33.2,86.08,91.26,68.09
"MRPL44",139.17,32,149,116.03,87
"MRPL45",160.33,55.08,188.87,126,120.92
"MRPL45P2",33.67,10.92,11.13,21,8.08
"MRPL46",44,18,42,43,29
"MRPL47",99,16,119,98,52
"MRPL48",66,8,86,52,34
"MRPL49",193,27,115.01,117.01,106.54
"MRPL50",115,28,147,112,75
"MRPL51",246,49,256,184,206
"MRPL52",50.41,11,37,38.03,53
"MRPL53",33,11,52,38,30
"MRPL54",31,11,30,21,40
"MRPL55",29,3,22,10,10
"MRPL57",66.08,18.97,51.71,59.02,44
"MRPL9",152.86,31,180,132,103
"MRPS10",252.17,25,190,184.29,121.01
"MRPS11",56,13,69,53,42
"MRPS12",14,2,11,11,9
"MRPS14",168,67,159,204,93
"MRPS15",134,54,171,110,110
"MRPS16",312,65,240.04,184,167
"MRPS17",45,16,38,43,22
"MRPS18A",117,24,126,117,108
"MRPS18B",83,17,81,67,47
"MRPS18C",87.88,12.86,101.57,81.38,47.41
"MRPS2",46,6,25,30,32
"MRPS21",132,35,136,98,95
"MRPS22",166,49,199,169,145
"MRPS23",116,59,97,121,63
"MRPS24",33.08,13,16,17,17.03
"MRPS25",255.77,115.31,241.02,207.66,161.55
"MRPS26",25,8,30,21,16
"MRPS27",209,51,205.01,168.99,109
"MRPS28",44,9,38,26,21
"MRPS30",122,34,131,134,70
"MRPS31",186,43,193,162,105
"MRPS31P5",70.22,25.5,70.04,62.01,53.34
"MRPS33",70,13,67,52,50
"MRPS34",105,21,66,57,70
"MRPS35",542,102,572,453,397
"MRPS36",86,21,115,96,71
"MRPS5",184,70,175,136,165
"MRPS6",123,30,92,84,75
"MRPS7",96,19,89,80,71
"MRPS9",107,56,180,145,133
"MRRF",135,53,155.57,116,102
"MRS2",221.44,75,215.46,230.79,179
"MRS2P2",20.25,7,18,14.42,10
"MRTO4",99.99,28,91.04,57,59
"MRVI1",320,49,173,164,93
"MRVI1-AS1",2,1,0,0,0
"MS4A1",1560,15,1901,315,116
"MS4A10",7.36,2.8,3.7,1.73,7.36
"MS4A12",2,0,0,0,0
"MS4A13",0,0,0,0,0
"MS4A14",36,5,34,40,11
"MS4A15",0,0,2,1,0
"MS4A18",0,0,1,0,0
"MS4A2",88,4,116,143,80
"MS4A3",0,0,0,0,0
"MS4A4A",54,6,75,68,35
"MS4A5",0,0,1,0,0
"MS4A6A",213,21,227,134,108
"MS4A6E",0,0,0,0,0
"MS4A7",230.67,16.05,192,212.18,113.35
"MS4A8",65,9,55,50,15
"MSANTD1",4,0,1,1,1
"MSANTD2",81,33,48,80,37
"MSANTD3",52.41,16.12,50.54,41.34,38
"MSANTD3-TMEFF1",16.59,4.88,10.46,14.66,0
"MSANTD4",226,46,185,141,99
"MSC",9,0,13.46,8,5
"MSC-AS1",42.18,18.4,41.31,25.84,18.56
"MSGN1",0,0,0,0,0
"MSH2",227,50,198,151,112
"MSH3",416.36,65.01,385.93,278.8,175.36
"MSH4",1,0,3,3,2
"MSH5",62.57,14.27,25.47,36.44,17.91
"MSH5-SAPCD1",19.19,7.07,43.22,17.8,25.61
"MSH6",506,118,396,331,195
"MSI1",1,7,7,7,7
"MSI2",192,59,126,114,76
"MSL1",622,192,608,458,409
"MSL2",476,101,411,393,244
"MSL3",264,58,244,168,147
"MSL3P1",17,7,29,11,14
"MSLN",18,1,3,3,0
"MSMB",1043,85,291,1183,503
"MSMO1",341.16,50.8,317.65,226.01,98.97
"MSMP",5.7,2,5.44,7,3.09
"MSN",1289,154,1134,707,403
"MSR1",69,4,65,56,42
"MSRA",38,24,31,52,23
"MSRB1",14,6,4,11,12
"MSRB2",34,7,41,25,23
"MSRB3",237.15,26.57,98.91,96.63,58.01
"MSS51",29,17,29,22,11.01
"MST1",21.25,8.25,8.1,6.18,3
"MST1L",94.27,99.21,78.45,176.59,38.53
"MST1P2",15.48,25.54,19.45,33.23,7.47
"MST1R",187,52,94,136,133
"MSTN",1,2,0,5,3
"MSTO1",106.62,18.79,43.97,49.63,32.84
"MSTO2P",17.93,6,9.29,20.24,7.4
"MSX1",1,0,1,0,0
"MSX2",16,2,50,11,10
"MSX2P1",1,0,1,0,0
"MT1A",2,0,3,3,3
"MT1B",0,0,0,0,0
"MT1DP",1,0,1,0,0
"MT1E",96,75,138.34,93,169
"MT1F",19,18,12,13,24
"MT1G",32,45,6,22,97
"MT1H",2,1,0,2,6
"MT1HL1",0,0,0,0,0
"MT1IP",0,0,0,0,0
"MT1JP",0,2,1,0,1
"MT1L",3,3,2.66,6,3
"MT1M",5,5,1,5,22
"MT1X",21,12,12,11,39
"MT2A",112,74,173,134,447
"MT3",0,0,0,0,0
"MT4",0,0,0,0,0
"MTA1",137,42,79,111,96
"MTA2",348,61,278,193,175
"MTA3",231,86,242,245,163
"MTAP",300.32,62.07,279.56,227.02,142.57
"MTBP",48,14,39,42,22
"MTCH1",387,102,446,327,298
"MTCH2",253,45,255,226,228
"MTCL1",118,34,52,97,88
"MTCP1",17.62,1.02,9.15,14.66,14
"MTDH",1904,291.01,1841,1289.94,890
"MTERF1",131,38,135,111,66
"MTERF2",100,62,103,115,78
"MTERF3",81,34,79,63,36
"MTERF4",146,87,176,149,102
"MTF1",241.8,44.73,187.5,174.77,145.55
"MTF2",276,62,297,236,148
"MTFMT",80.96,27.26,71.44,73.22,69.35
"MTFP1",14,6,17,11,11
"MTFR1",236,78,251,239,141
"MTFR1L",106.82,39.48,75.69,121.97,78.01
"MTFR2",17,2,17,8,11
"MTG1",71,32,49,60,57
"MTG2",62.49,17.46,58.1,43.82,34.74
"MTHFD1",365,121.94,404,296,225
"MTHFD1L",122,21,74,52,34
"MTHFD2",271,24,199,151,91
"MTHFD2L",19,6,15,16,17
"MTHFD2P1",0,0,0,0,0
"MTHFR",200.95,86.07,209.08,173.98,203.26
"MTHFS",45,1.65,44,58,52.88
"MTHFSD",40,15,44,52,32
"MTIF2",367.76,174,392.37,364,295
"MTIF3",344,85,335,280,255
"MTL5",11,5,2,14,7
"MTM1",188,37,202,161,105
"MTMR1",198,52,180,158,91
"MTMR10",499.45,116.66,467.3,401.44,366.21
"MTMR11",131,28,143,66,122
"MTMR12",400,159,365.83,370.2,225.02
"MTMR14",184,31,182,155,137
"MTMR2",322,55,248,278,230
"MTMR3",598,174,556,490,308
"MTMR4",478,114,447,389,234
"MTMR6",394,76,423,306,181
"MTMR7",40.08,23.89,51.72,54,21.81
"MTMR8",60,25,77,46,51
"MTMR9",257.23,69.94,225.94,189.95,135.97
"MTMR9LP",36,17,31,17,15
"MTNR1A",2,0,4,1,1
"MTNR1B",0,0,0,0,0
"MTO1",262,57,202,150,118
"MTOR",659,202,590,532,412
"MTOR-AS1",1,1,0,1,0
"MTPAP",255.89,70.53,229.37,211.96,86.16
"MTPN",512,68.5,514.5,364,212
"MTR",704,285,507,729.9,382.71
"MTRF1",85,41,104,100,49
"MTRF1L",205,43,263,222,180
"MTRNR2L1",27493.48,16941.95,24546.44,23271.24,12529.61
"MTRNR2L10",848.22,580.14,1016.51,908.72,418.56
"MTRNR2L2",1116394.49,888099.08,1221846.34,1144470.43,814424.96
"MTRNR2L3",2066.05,1306.19,1430.99,1590.22,1152.52
"MTRNR2L4",1.98,0,0,7.21,1
"MTRNR2L5",0,3.26,1,2.39,8.26
"MTRNR2L6",4478.91,3243.45,3998.49,4060.01,1989.7
"MTRNR2L7",2.02,1,0,1,2
"MTRNR2L8",582810.1,557241.64,911543.4,678251.43,485238.6
"MTRNR2L9",65326.76,44970.53,62437.83,55223.72,29398.06
"MTRR",243,50,194,162,87
"MTSS1",301,118,250,340,175
"MTSS1L",34,10,26,25,14
"MTTP",5,3,24,5,7
"MTURN",350,207,272,544,262
"MTUS1",1106,722,1209,1708,1152
"MTUS2",7,2,8,3,2
"MTUS2-AS1",0,0,0,0,0
"MTVR2",0,0,2,1,2
"MTX1",26,7,29,30,27
"MTX2",106,35,117,88,80
"MTX3",351.89,120.35,350.37,324.57,169.06
"MUC1",3197,657,2774,2726,3158
"MUC12",20,13,23,15,14
"MUC13",625,70,788,800,1074
"MUC15",7,0,0,2,2
